"iompba0 href","x","iompba0 2","x","x","x","x","x","iompba0 href 2","iompba0 8","x","iompba0 9","iompba0 href 4","x","a","b","c","iompba0 href 5","f","e","f","e","f","iompba0 27","iompba0 28","iompba0 href 7"
"https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-manual-my14/OAG-AD-24787354/","31","","","","","","","https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-manual-my14/OAG-AD-24787354/","","",".__m__-r3i6{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html","https://carsales.pxcrush.net/carsales/car/dealer/5pkdfsbpri9r4tuicvhj05kgs.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2014 Volkswagen Golf","GTI Manual F MY14","$19,999","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/OAG-AD-24787354","Manual","90,912 km","Dealer used","Contact dealer","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more",""
"https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-manual-my14/SSE-AD-17534623/","17","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","https://www.carsales.com.au/payments/terms-and-conditions","Find out more","https://www.carsales.com.au/payments/buy/8d6d4411-81f4-4731-8b22-2a4300773433?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs",".__m__-r3ij{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html","https://carsales.pxcrush.net/carsales/cars/private/17qtt8l10tj6gx7ro50ginw4m.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2014 Volkswagen Golf","GTI Manual F MY14","$19,500","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-17534623","Manual","111,279 km","Private","Contact seller","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-manual-my14/SSE-AD-17534623/"
"https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-auto-my14/OAG-AD-25073063/","28","","","","","","","https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-auto-my14/OAG-AD-25073063/","","",".__m__-r3iu{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","","https://carsales.pxcrush.net/carsales/car/dealer/f4yji113k3eg5czc1ik57hb74.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2014 Volkswagen Golf","GTI Auto F MY14","$19,990","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/OAG-AD-25073063","Automatic","175,855 km","Dealer used","Contact dealer","","","",""
"https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-auto-my14/OAG-AD-24974224/","31","","","","","","","https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-auto-my14/OAG-AD-24974224/","","",".__m__-r3j7{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","","https://carsales.pxcrush.net/carsales/car/dealer/7jy5ndjgkza0qa90hb145ligs.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2014 Volkswagen Golf","GTI Auto F MY14","$21,990","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/OAG-AD-24974224","Automatic","149,829 km","Dealer used","Contact dealer","","","",""
"https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-auto-my14/OAG-AD-24945394/","27","","","","","","","https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-auto-my14/OAG-AD-24945394/","","",".__m__-r3jg{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","","https://carsales.pxcrush.net/carsales/car/dealer/87e9lczafvf8sjkkycipqmbcv.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2014 Volkswagen Golf","GTI Auto F MY14","$21,950","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/OAG-AD-24945394","Automatic","125,227 km","Dealer used","Contact dealer","","","",""
"https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-manual-my14/SSE-AD-15792321/","13","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","https://www.carsales.com.au/payments/terms-and-conditions","Find out more","https://www.carsales.com.au/payments/buy/2dcd30f4-f04d-461e-8d8d-82a59f62ff0e?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs",".__m__-r3jr{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-manual-my14/SSE-AD-15792321/","https://carsales.pxcrush.net/carsales/cars/private/ad53gy756x5sjpb1aqbk4t60f.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2014 Volkswagen Golf","GTI Manual F MY14","$15,700","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-15792321","Manual","182,417 km","Private","Contact seller","","","",""
"https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-auto-my14/SSE-AD-15550719/","17","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","https://www.carsales.com.au/payments/terms-and-conditions","Find out more","https://www.carsales.com.au/payments/buy/e321c793-affa-4d8a-ba57-c519ed30f7f0?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs",".__m__-r3k6{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-auto-my14/SSE-AD-15550719/","https://carsales.pxcrush.net/carsales/cars/private/bfucrtoieiswwhgah6qzmbm0.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2014 Volkswagen Golf","GTI Auto F MY14","$24,000","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-15550719","Automatic","105,000 km","Private","Contact seller","","","",""
"https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-auto-my14/SSE-AD-19082524/","6","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","https://www.carsales.com.au/payments/terms-and-conditions","Find out more","https://www.carsales.com.au/payments/buy/ff9027b3-5891-4e1b-a10a-31c1d8ec60c6?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs",".__m__-r3kh{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://resource.csnstatic.com/retail/price-indicator/info-modal-v5.html","https://carsales.pxcrush.net/carsales/cars/private/dj3gmmxx0x7wqv6cvow49y9yb.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2014 Volkswagen Golf","GTI Auto F MY14","$16,900","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-19082524","Automatic","126,000 km","Private","Contact seller","Around market price","This indicates how this car's price compares to similar cars recently advertised.  The badge can’t be purchased or altered by the seller.  We don’t take into account condition or extras, so you should make your own assessment.","Read more","https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-auto-my14/SSE-AD-19082524/"
"https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-manual-my14/SSE-AD-19359760/","4","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","https://www.carsales.com.au/payments/terms-and-conditions","Find out more","https://www.carsales.com.au/payments/buy/6ad6ef84-50a7-4880-97d4-ac09aaad2433?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs",".__m__-r3ku{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-manual-my14/SSE-AD-19359760/","https://carsales.pxcrush.net/carsales/cars/private/a5q35a7id5b9z9hrk9eopjduo.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2014 Volkswagen Golf","GTI Manual F MY14","$12,500","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-19359760","Manual","255,758 km","Private","Contact seller","","","",""
"https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-manual-my15/SSE-AD-13827918/","4","Pay through carsales","Buyer and seller IDs verified","Transfer funds to a carsales account","Release funds to seller at pick-up","No fees from us","T&Cs apply","https://www.carsales.com.au/payments/terms-and-conditions","Find out more","https://www.carsales.com.au/payments/buy/a2244bc7-93db-4e67-8060-afce3680134a?sourcesystem=desktop&driver_crosssell=carsales.all_stock_listing.pay_through_cs",".__m__-r3l8{--carousel-slide-gap:0rem;--carousel-slide-size:100%;}","https://www.carsales.com.au/cars/details/2014-volkswagen-golf-gti-7-manual-my15/SSE-AD-13827918/","https://carsales.pxcrush.net/carsales/cars/private/8sjrtjczbi02tunk7fzcvdb35.jpg?pxc_method=fitfill&pxc_bgtype=self&pxc_size=720,480","2014 Volkswagen Golf","GTI Manual F MY15","$22,500","https://www.carsales.com.au/_details/api/v1/price-guide/carsales/SSE-AD-13827918","Manual","120,000 km","Private","Contact seller","","","",""
